"Sens Factor =-0.803dB, SERNO: 7051321"
"Auto-generated 90-degree calibration file for use with nanoAVR DL"
10.054	-2.9713
10.179	-2.8250
10.306	-2.6820
10.434	-2.5420
10.564	-2.4053
10.696	-2.2718
10.829	-2.1412
10.964	-2.0138
11.100	-1.8893
11.238	-1.7679
11.378	-1.6495
11.520	-1.5340
11.663	-1.4213
11.809	-1.3117
11.956	-1.2048
12.104	-1.1006
12.255	-0.9993
12.408	-0.9007
12.562	-0.8048
12.718	-0.7115
12.877	-0.6210
13.037	-0.5331
13.199	-0.4477
13.364	-0.3649
13.530	-0.2845
13.698	-0.2067
13.869	-0.1313
14.042	-0.0584
14.216	0.0122
14.393	0.0805
14.573	0.1463
14.754	0.2099
14.938	0.2713
15.124	0.3304
15.312	0.3874
15.503	0.4421
15.696	0.4948
15.891	0.5454
16.089	0.5938
16.289	0.6403
16.492	0.6848
16.697	0.7273
16.905	0.7678
17.115	0.8065
17.328	0.8433
17.544	0.8783
17.763	0.9114
17.984	0.9427
18.208	0.9724
18.434	1.0003
18.664	1.0266
18.896	1.0512
19.131	1.0742
19.369	1.0956
19.611	1.1154
19.855	1.1338
20.102	1.1507
20.352	1.1661
20.605	1.1801
20.862	1.1927
21.122	1.2039
21.385	1.2139
21.651	1.2225
21.920	1.2300
22.193	1.2361
22.470	1.2411
22.749	1.2449
23.032	1.2476
23.319	1.2492
23.609	1.2497
23.903	1.2492
24.201	1.2477
24.502	1.2452
24.807	1.2418
25.116	1.2375
25.429	1.2323
25.745	1.2263
26.066	1.2194
26.390	1.2119
26.719	1.2035
27.051	1.1945
27.388	1.1847
27.729	1.1744
28.074	1.1634
28.424	1.1518
28.778	1.1397
29.136	1.1271
29.499	1.1139
29.866	1.1004
30.238	1.0864
30.614	1.0720
30.995	1.0573
31.381	1.0423
31.772	1.0269
32.167	1.0113
32.568	0.9955
32.973	0.9795
33.383	0.9633
33.799	0.9470
34.220	0.9306
34.646	0.9141
35.077	0.8976
35.514	0.8805
35.956	0.8638
36.403	0.8474
36.857	0.8312
37.315	0.8152
37.780	0.7990
38.250	0.7828
38.726	0.7662
39.209	0.7493
39.697	0.7320
40.191	0.7143
40.691	0.6963
41.198	0.6780
41.711	0.6599
42.230	0.6422
42.756	0.6253
43.288	0.6097
43.827	0.5958
44.372	0.5841
44.925	0.5747
45.484	0.5681
46.050	0.5642
46.623	0.5632
47.204	0.5650
47.791	0.5692
48.386	0.5756
48.989	0.5835
49.599	0.5926
50.216	0.6021
50.841	0.6116
51.474	0.6206
52.115	0.6291
52.764	0.6368
53.420	0.6436
54.085	0.6495
54.759	0.6546
55.440	0.6587
56.131	0.6622
56.829	0.6650
57.537	0.6671
58.253	0.6686
58.978	0.6694
59.712	0.6696
60.456	0.6692
61.208	0.6681
61.970	0.6664
62.742	0.6641
63.523	0.6613
64.314	0.6582
65.114	0.6547
65.925	0.6510
66.745	0.6471
67.576	0.6430
68.418	0.6387
69.269	0.6341
70.132	0.6293
71.005	0.6242
71.889	0.6189
72.784	0.6135
73.690	0.6081
74.607	0.6028
75.536	0.5975
76.476	0.5923
77.428	0.5872
78.392	0.5823
79.368	0.5773
80.356	0.5724
81.356	0.5673
82.369	0.5619
83.394	0.5563
84.433	0.5502
85.484	0.5436
86.548	0.5366
87.625	0.5293
88.716	0.5216
89.820	0.5137
90.939	0.5056
92.071	0.4972
93.217	0.4884
94.377	0.4793
95.552	0.4700
96.742	0.4604
97.946	0.4507
99.165	0.4408
100.400	0.4307
101.650	0.4205
102.915	0.4103
104.196	0.4003
105.493	0.3909
106.806	0.3820
108.136	0.3738
109.482	0.3663
110.845	0.3594
112.225	0.3529
113.622	0.3470
115.037	0.3414
116.469	0.3361
117.919	0.3311
119.386	0.3264
120.873	0.3217
122.377	0.3172
123.901	0.3125
125.443	0.3078
127.005	0.3028
128.586	0.2977
130.187	0.2924
131.807	0.2870
133.448	0.2813
135.109	0.2755
136.791	0.2696
138.494	0.2636
140.218	0.2577
141.964	0.2521
143.731	0.2468
145.520	0.2418
147.332	0.2369
149.166	0.2323
151.023	0.2278
152.903	0.2236
154.806	0.2195
156.734	0.2155
158.685	0.2116
160.660	0.2077
162.660	0.2042
164.685	0.2011
166.735	0.1985
168.811	0.1965
170.912	0.1951
173.040	0.1940
175.194	0.1930
177.375	0.1918
179.583	0.1903
181.819	0.1886
184.082	0.1866
186.374	0.1845
188.694	0.1822
191.043	0.1798
193.421	0.1772
195.829	0.1744
198.267	0.1712
200.735	0.1677
203.234	0.1639
205.764	0.1601
208.325	0.1564
210.919	0.1528
213.544	0.1492
216.203	0.1456
218.894	0.1420
221.619	0.1386
224.378	0.1352
227.171	0.1319
229.999	0.1285
232.862	0.1250
235.761	0.1213
238.696	0.1171
241.668	0.1127
244.676	0.1081
247.722	0.1034
250.806	0.0986
253.928	0.0935
257.089	0.0884
260.290	0.0833
263.530	0.0783
266.810	0.0734
270.132	0.0685
273.495	0.0635
276.899	0.0586
280.346	0.0536
283.836	0.0487
287.370	0.0438
290.947	0.0392
294.569	0.0349
298.236	0.0309
301.949	0.0272
305.708	0.0237
309.513	0.0204
313.366	0.0173
317.267	0.0144
321.217	0.0118
325.216	0.0093
329.264	0.0071
333.363	0.0050
337.513	0.0031
341.715	0.0012
345.969	-0.0006
350.276	-0.0023
354.636	-0.0038
359.051	-0.0052
363.521	-0.0065
368.046	-0.0078
372.628	-0.0091
377.266	-0.0104
381.963	-0.0116
386.718	-0.0127
391.532	-0.0136
396.406	-0.0140
401.341	-0.0138
406.337	-0.0130
411.395	-0.0115
416.517	-0.0092
421.702	-0.0062
426.951	-0.0027
432.266	0.0012
437.648	0.0052
443.096	0.0090
448.612	0.0126
454.196	0.0159
459.851	0.0189
465.575	0.0216
471.371	0.0239
